"Submitted","Record Number","Record Type","Address","Project Name","Status",
"07/10/2019","BLDR-191910172","Residential New","1636 DEMPSEY ST MC LEAN, VA 22101-4601 United States",,"Closed",
"07/10/2019","BLDR-191910143","Residential New","13045 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/10/2019","BLDR-191910107","Residential New","6719 WEAVER AVE MCLEAN, VA 22101-4414 United States",,"Closed",
"07/10/2019","BLDR-191910039","Residential New","7190 GREYSON WOODS LN MCLEAN, VA 22101-0000 United States","MEHR FARMS","Closed",
"07/10/2019","BLDR-191910023","Residential New","14415 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States","STONECROFT","Closed",
"07/10/2019","BLDR-191910022","Residential New","14417 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/10/2019","BLDR-191910011","Residential New","6173 HOWELLS RD ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"07/09/2019","BLDR-191900322","Residential New","7413 SPORTSMAN DR FALLS CHURCH, VA 22043-1045 United States",,"Closed",
"07/09/2019","BLDR-191900266","Residential New","6618 TUCKER AVE MC LEAN, VA 22101-5271 United States",,"Closed",
"07/09/2019","BLDR-191900088","Residential New","4647 SPRUCE AVE FAIRFAX, VA 22030-6220 United States",,"Closed",
"07/09/2019","BLDR-191900081","Residential New","7204 GORDONS RD FALLS CHURCH, VA 22043-3034 United States",,"Closed",
"07/09/2019","BLDR-191900059","Residential New","3308 PROSPERITY AVE FAIRFAX, VA 22031-2824 United States",,"Closed",
"07/09/2019","BLDR-191900034","Residential New","5825 FOLEY ST ALEXANDRIA, VA 22303-1724 United States",,"Closed",
"07/09/2019","BLDR-191900023","Residential New","14323 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/09/2019","BLDR-191900022","Residential New","14317 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/09/2019","BLDR-191900019","Residential New","14313 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/08/2019","BLDR-191890145","Residential New","6192 SHERTZER DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/08/2019","BLDR-191890026","Residential New","7140 ELLISON ST FALLS CHURCH, VA 22046-2008 United States",,"Closed",
"07/03/2019","BLDR-191840144","Residential New","7319 REDDFIELD CT FALLS CHURCH, VA 22043-2707 United States",,"Closed",
"07/03/2019","BLDR-191840042","Residential New","6938 WESTON RD FALLS CHURCH, VA 22042-2625 United States",,"Closed",
"07/03/2019","BLDR-191840016","Residential New","1733 MELBOURNE DR MCLEAN, VA 22101-5134 United States",,"Closed",
"07/02/2019","BLDR-191830411","Residential New","6601 ORLAND ST FALLS CHURCH, VA 22043-1863 United States",,"Closed",
"07/02/2019","BLDR-191830341","Residential New","6843 MCFALL PL MC LEAN, VA 22101-5543 United States",,"Closed",
"07/02/2019","BLDR-191830319","Residential New","2818 DOUGLASS AVE FALLS CHURCH, VA 22042-2212 United States",,"Closed",
"07/02/2019","BLDR-191830273","Residential New","1203 DRAKE ST SW VIENNA, VA 22180-6524 United States",,"Closed",
"07/02/2019","BLDR-191830231","Residential New","7376 THOMAS GRANT DR ALEXANDRIA, VA 22315 United States",,"Issued",
"07/02/2019","BLDR-191830219","Residential New","6654 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/02/2019","BLDR-191830218","Residential New","6658 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/02/2019","BLDR-191830212","Residential New","6662 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/02/2019","BLDR-191830211","Residential New","6660 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/02/2019","BLDR-191830205","Residential New","6656 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States","CARLYLE VGA T447","Closed",
"07/02/2019","BLDR-191830196","Residential New","6652 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/02/2019","BLDR-191830194","Residential New","6664 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/02/2019","BLDR-191830135","Residential New","10315 GEORGETOWN PIKE GREAT FALLS, VA 22066-2415 United States",,"Closed",
"07/02/2019","BLDR-191830123","Residential New","10315 GEORGETOWN PIKE GREAT FALLS, VA 22066-2415 United States",,"Closed",
"07/02/2019","BLDR-191830105","Residential New","1609 CRESTWOOD LN MCLEAN, VA 22101-0000 United States",,"Closed",
"07/02/2019","BLDR-191830056","Residential New","9740 THORN BUSH DR FAIRFAX STATION, VA 22039-0000 United States",,"Issued",
"07/02/2019","BLDR-191830049","Residential New","213 AUDREYS CT SE VIENNA, VA 22180-0000 United States",,"Issued",
"07/01/2019","BLDR-191820240","Residential New","6520 MONTROSE ST ALEXANDRIA, VA 22312-2229 United States",,"Submitted",
"07/01/2019","BLDR-191820200","Residential New","3521 KING ARTHUR RD ANNANDALE, VA 22003-1316 United States",,"Closed",
"07/01/2019","BLDR-191820192","Residential New","12210 DEER CREST CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"07/01/2019","BLDR-191820187","Residential New","3142 SILVAN WOODS DR FAIRFAX, VA 22031-0000 United States",,"Closed",
"07/01/2019","BLDR-191820161","Residential New","541 ELIZABETH ST GREAT FALLS, VA 22066-2729 United States",,"Closed",
"07/01/2019","BLDR-191820054","Residential New","6542 LITTLE OX RD FAIRFAX STATION, VA 22039-1611 United States",,"Closed",
"07/01/2019","BLDR-191820042","Residential New","215 ELM ST SW VIENNA, VA 22180-6317 United States",,"Closed",
"06/28/2019","BLDR-191790257","Residential New","1100 INGLESIDE AVE MCLEAN, VA 22101-2130 United States",,"Closed",
"06/28/2019","BLDR-191790193","Residential New","2572 BABCOCK RD VIENNA, VA 22181-5424 United States",,"Closed",
"06/28/2019","BLDR-191790152","Residential New","12201 FOX VALLEY CT OAKTON, VA 22124-2206 United States",,"Closed",
"06/28/2019","BLDR-191790128","Residential New","7306 HUGHES CT FALLS CHURCH, VA 22046-1923 United States",,"Closed",
"06/27/2019","BLDR-191780364","Residential New","4221 LEES CORNER RD CHANTILLY, VA 20151-2827 United States",,"In Review",
"06/27/2019","BLDR-191780170","Residential New","6068 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780169","Residential New","6070 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780168","Residential New","6074 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780167","Residential New","6078 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780164","Residential New","6072 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780163","Residential New","6076 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780162","Residential New","6080 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"06/27/2019","BLDR-191780158","Residential New","1355 MONITOR LN MCLEAN, VA 22101-0000 United States",,"Closed",
"06/27/2019","BLDR-191780142","Residential New","6928 POPPY DR MC LEAN, VA 22101-5430 United States",,"Closed",
"06/27/2019","BLDR-191780132","Residential New","1903 BARGO CT MC LEAN, VA 22101-5316 United States",,"Closed",
"06/26/2019","BLDR-191770227","Residential New","402 KINGSLEY RD SW VIENNA, VA 22180-6441 United States",,"Closed",
"06/26/2019","BLDR-191770025","Residential New","7300 CLIFTON RD CLIFTON, VA 20124-2101 United States",,"Closed",
"06/26/2019","BLDR-191770002","Residential New","6031 FLORENCE LN ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"06/25/2019","BLDR-191760323","Residential New","7804 VIRGINIA DR SPRINGFIELD, VA 22153-0000 United States",,"Closed",
"06/25/2019","BLDR-191760317","Residential New","3121 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States","HENSHAW REAR","Closed",
"06/25/2019","BLDR-191760316","Residential New","3119 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States","HENSHAW REAR","Closed",
"06/25/2019","BLDR-191760315","Residential New","3117 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States","HENSHAW REAR","Closed",
"06/25/2019","BLDR-191760314","Residential New","3115 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"06/25/2019","BLDR-191760313","Residential New","3123 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"06/25/2019","BLDR-191760310","Residential New","9908 BLAKE LN OAKTON, VA 22124-2901 United States",,"Closed",
"06/25/2019","BLDR-191760198","Residential New","1687 HUNTING CREST WAY VIENNA, VA 22182-0000 United States",,"Closed",
"06/25/2019","BLDR-191760152","Residential New","1605 WRIGHTSON DR MC LEAN, VA 22101-4418 United States",,"Closed",
"06/25/2019","BLDR-191760042","Residential New","215 DEEPWOODS DR GREAT FALLS, VA 22066-3529 United States",,"Closed",
"06/25/2019","BLDR-191760015","Residential New","12302 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/25/2019","BLDR-191760014","Residential New","12311 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/25/2019","BLDR-191760012","Residential New","12307 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/24/2019","BLDR-191750204","Residential New","504 NELSON DR NE VIENNA, VA 22180-3529 United States",,"Closed",
"06/24/2019","BLDR-191750172","Residential New","13067 AMBER DELL CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/21/2019","BLDR-191720218","Residential New","6219 WINSLOW CT FAIRFAX STATION, VA 22039-1660 United States",,"Closed",
"06/21/2019","BLDR-191720199","Residential New","3800 CHANTAL LN FAIRFAX, VA 22031-3109 United States",,"Closed",
"06/20/2019","BLDR-191710426","Residential New","6373 EDSALL RD ALEXANDRIA, VA 22312-2614 United States",,"Submitted",
"06/20/2019","BLDR-191710372","Residential New","10612 HUNTER STATION RD VIENNA, VA 22181-0000 United States",,"Closed",
"06/20/2019","BLDR-191710334","Residential New","9412 MAFI CT GREAT FALLS, VA 22066-0000 United States","NEW SFD","Closed",
"06/20/2019","BLDR-191710275","Residential New","217 BATTLE ST SW VIENNA, VA 22180-6304 United States",,"Closed",
"06/19/2019","BLDR-191700304","Residential New","6809 ROSEMONT DR MCLEAN, VA 22101-5150 United States",,"Closed",
"06/19/2019","BLDR-191700290","Residential New","11701 VALLEY RD FAIRFAX, VA 22033-2704 United States",,"Closed",
"06/19/2019","BLDR-191700210","Residential New","12306 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700206","Residential New","12300 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700205","Residential New","12304 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700204","Residential New","12313 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700202","Residential New","12301 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700180","Residential New","12303 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700179","Residential New","12309 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700178","Residential New","12305 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700177","Residential New","12315 YELLOW BUCKEYE WAY FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/19/2019","BLDR-191700158","Residential New","911 GEORGETOWN RIDGE CT MC LEAN, VA 22102-0000 United States",,"Closed",
"06/19/2019","BLDR-191700079","Residential New","5425 CHANDLEY FARM CIR CENTREVILLE, VA 20120-1240 United States",,"Closed",
"06/19/2019","BLDR-191700068","Residential New","9101 RIDGELY DR LORTON, VA 22079-3119 United States",,"Closed",
"06/19/2019","BLDR-191700027","Residential New","7690 MORRIS ST FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"06/19/2019","BLDR-191700026","Residential New","7688 MORRIS ST FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"06/19/2019","BLDR-191700007","Residential New","7686 MORRIS ST FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"06/18/2019","BLDR-191690334","Residential New","16800 DOUBLEDAY RD CENTREVILLE, VA 20120-0000 United States",,"Closed",
"06/18/2019","BLDR-191690331","Residential New","9601 GEORGETOWN PIKE GREAT FALLS, VA 22066-2620 United States",,"Closed",
"06/18/2019","BLDR-191690329","Residential New","16804 DOUBLEDAY RD CENTREVILLE, VA 20120-0000 United States",,"Closed",
"06/18/2019","BLDR-191690318","Residential New","6812 WEMBERLY WAY MC LEAN, VA 22101-1531 United States",,"Closed",
"06/18/2019","BLDR-191690095","Residential New","7427 FOUNDATION WAY SPRINGFIELD, VA 22150-0000 United States",,"Closed",
"06/18/2019","BLDR-191690089","Residential New","1360 TATE MODERN LN GREAT FALLS, VA 22066-0000 United States",,"Closed",
"06/17/2019","BLDR-191680229","Residential New","6539 FOXHOLLOW LN FAIRFAX STATION, VA 22039-0000 United States",,"Closed",
"06/17/2019","BLDR-191680193","Residential New","6549 ORLAND ST FALLS CHURCH, VA 22043-1813 United States",,"Closed",
"06/17/2019","BLDR-191680160","Residential New","114 JAMES DR SW VIENNA, VA 22180-0000 United States",,"Closed",
"06/17/2019","BLDR-191680054","Residential New","8352 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/17/2019","BLDR-191680053","Residential New","8354 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/17/2019","BLDR-191680052","Residential New","8356 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/17/2019","BLDR-191680051","Residential New","8358 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/17/2019","BLDR-191680050","Residential New","8360 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/17/2019","BLDR-191680049","Residential New","8362 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/17/2019","BLDR-191680048","Residential New","8364 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"06/16/2019","BLDR-191670011","Residential New","8234 FRYE RD ALEXANDRIA, VA 22309-1839 United States",,"Submitted",
"06/16/2019","BLDR-191670010","Residential New","8234 FRYE RD ALEXANDRIA, VA 22309-1839 United States",,"Submitted",
"06/14/2019","BLDR-191650230","Residential New","2053 ROCKINGHAM ST MCLEAN, VA 22101-4925 United States",,"Closed",
"06/14/2019","BLDR-191650186","Residential New","13052 AMBER DELL CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/14/2019","BLDR-191650120","Residential New","8504 STONY POINT CT MCLEAN, VA 22102-0000 United States",,"Closed",
"06/14/2019","BLDR-191650074","Residential New","2510 VILLANOVA DR VIENNA, VA 22180-6957 United States",,"Closed",
"06/14/2019","BLDR-191650039","Residential New","9008 KIGER ST LORTON, VA 22079-0000 United States","ELIZABETH DIEFFENBACHER","In Review",
"06/14/2019","BLDR-191650018","Residential New","8366 SALLYPORT ST LORTON, VA 22079-0000 United States",,"Closed",
"06/14/2019","BLDR-191650017","Residential New","7852 MARITIME LN SPRINGFIELD, VA 22153-0000 United States",,"Closed",
"06/14/2019","BLDR-191650013","Residential New","1234 FIDO TEST WAY, United States","TEAM 1","Voided",
"06/13/2019","BLDR-191640041","Residential New","11032A OAKTON RD OAKTON, VA 22124-0000 United States",,"Closed",
"06/13/2019","BLDR-191640034","Residential New","8609 RALEIGH AVE ANNANDALE, VA 22003-3634 United States",,"Closed",
"06/13/2019","BLDR-191640024","Residential New","613 GIBSON DR SW VIENNA, VA 22180-6339 United States",,"Closed",
"06/12/2019","BLDR-191630332","Residential New","3504 DEVON DR FALLS CHURCH, VA 22042-4009 United States",,"Closed",
"06/12/2019","BLDR-191630217","Residential New","1838 DALMATION DR MCLEAN, VA 22101-5406 United States",,"Closed",
"06/12/2019","BLDR-191630098","Residential New","904 WALKER RD GREAT FALLS, VA 22066-1917 United States",,"Closed",
"06/12/2019","BLDR-191630083","Residential New","7318 REDDFIELD CT FALLS CHURCH, VA 22043-2706 United States",,"Closed",
"06/12/2019","BLDR-191630068","Residential New","12110 WOLF VALLEY DR CLIFTON, VA 20124-2240 United States",,"Closed",
"06/12/2019","BLDR-191630055","Residential New","503 KIBLER CIR SW VIENNA, VA 22180-6402 United States",,"Closed",
"06/12/2019","BLDR-191630033","Residential New","4210 MAINTREE CT FAIRFAX, VA 22033-3238 United States",,"Closed",
"06/12/2019","BLDR-191630015","Residential New","12211 DEER CREST CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"06/11/2019","BLDR-191620138","Residential New","1005 DEAD RUN DR MC LEAN, VA 22101-2120 United States",,"Closed",
"06/10/2019","BLDR-191610116","Residential New","6603 PLACID ST FALLS CHURCH, VA 22043-1851 United States",,"Closed",
"06/10/2019","BLDR-191610076","Residential New","12383 AZURE LN FAIRFAX, VA 22033-0000 United States","PENDER OAKS","Closed",
"06/10/2019","BLDR-191610074","Residential New","12385 AZURE LN FAIRFAX, VA 22033-0000 United States","PENDER OAKS","Closed",
"06/07/2019","BLDR-191580222","Residential New","1602 GREAT FALLS ST MCLEAN, VA 22101-0000 United States",,"Closed",
"06/07/2019","BLDR-191580165","Residential New","8503 FOREST ST ANNANDALE, VA 22003-3623 United States",,"Issued",
"06/07/2019","BLDR-191580128","Residential New","412 ORLEANS CIR SW VIENNA, VA 22180-6470 United States",,"Closed",
"06/07/2019","BLDR-191580109","Residential New","7216 CALAMO ST SPRINGFIELD, VA 22150-3523 United States",,"Issued",
"06/07/2019","BLDR-191580061","Residential New","10201 BROWNS MILL RD VIENNA, VA 22182-0000 United States",,"Closed",
"06/07/2019","BLDR-191580055","Residential New","5941 OAKDALE RD MC LEAN, VA 22101-3331 United States",,"Closed",
"06/07/2019","BLDR-191580005","Residential New","1509 OAKVIEW DR MC LEAN, VA 22101-4142 United States",,"Closed",
"06/06/2019","BLDR-191570281","Residential New","4527 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States","NEUMAN","Closed",
"06/06/2019","BLDR-191570280","Residential New","4525 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States","NEUMAN","Closed",
"06/06/2019","BLDR-191570276","Residential New","4521 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
